title link;rank;title name;exclusive;cumulative_rank;Type;platform;week_num
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;8;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;46
flixpatrol.com/title/jessie/;9;Jessie;;;TV Shows;Disney+;46
flixpatrol.com/title/limitless-with-chris-hemsworth/;10;Limitless with Chris Hemsworth;;;TV Shows;Disney+;46
flixpatrol.com/title/disenchanted/;1;Disenchanted;;;Movies;Disney+;47
flixpatrol.com/title/home-alone/;2;Home Alone;;;Movies;Disney+;47
flixpatrol.com/title/encanto/;3;Encanto;;;Movies;Disney+;47
flixpatrol.com/title/the-santa-clause/;4;The Santa Clause;;;Movies;Disney+;47
flixpatrol.com/title/avatar-2009/;5;Avatar;;;Movies;Disney+;47
flixpatrol.com/title/moana/;6;Moana;;;Movies;Disney+;47
flixpatrol.com/title/zootopia/;7;Zootopia;;;Movies;Disney+;47
flixpatrol.com/title/home-alone-2-lost-in-new-york/;8;Home Alone 2: Lost in New York;;;Movies;Disney+;47
flixpatrol.com/title/enchanted/;9;Enchanted;;;Movies;Disney+;47
flixpatrol.com/title/black-panther/;10;Black Panther;;;Movies;Disney+;47
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;47
flixpatrol.com/title/star-wars-andor/;2;Star Wars: Andor;;;TV Shows;Disney+;47
flixpatrol.com/title/the-santa-clauses/;3;The Santa Clauses;;;TV Shows;Disney+;47
flixpatrol.com/title/the-simpsons/;4;The Simpsons;;;TV Shows;Disney+;47
flixpatrol.com/title/mickey-mouse-clubhouse/;5;Mickey Mouse Clubhouse;;;TV Shows;Disney+;47
flixpatrol.com/title/limitless-with-chris-hemsworth/;6;Limitless with Chris Hemsworth;;;TV Shows;Disney+;47
flixpatrol.com/title/zootopia-2022/;7;Zootopia+;;;TV Shows;Disney+;47
flixpatrol.com/title/dancing-with-the-stars/;8;Dancing with the Stars;;;TV Shows;Disney+;47
flixpatrol.com/title/jessie/;9;Jessie;;;TV Shows;Disney+;47
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;10;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;47
flixpatrol.com/title/home-alone/;1;Home Alone;;;Movies;Disney+;49
flixpatrol.com/title/home-alone-2-lost-in-new-york/;2;Home Alone 2: Lost in New York;;;Movies;Disney+;49
flixpatrol.com/title/the-guardians-of-the-galaxy-holiday-special/;3;The Guardians of the Galaxy Holiday Special;;;Movies;Disney+;49
flixpatrol.com/title/diary-of-a-wimpy-kid-rodrick-rules-2022/;4;Diary of a Wimpy Kid: Rodrick Rules;;;Movies;Disney+;49
flixpatrol.com/title/the-santa-clause/;5;The Santa Clause;;;Movies;Disney+;49
flixpatrol.com/title/encanto/;6;Encanto;;;Movies;Disney+;49
flixpatrol.com/title/moana/;7;Moana;;;Movies;Disney+;49
flixpatrol.com/title/mickeys-once-upon-a-christmas/;8;Mickey's Once Upon a Christmas;;;Movies;Disney+;49
flixpatrol.com/title/frozen/;9;Frozen;;;Movies;Disney+;49
flixpatrol.com/title/disenchanted/;10;Disenchanted;;;Movies;Disney+;49
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;49
flixpatrol.com/title/the-santa-clauses/;2;The Santa Clauses;;;TV Shows;Disney+;49
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;49
flixpatrol.com/title/willow-2022/;4;Willow;;;TV Shows;Disney+;49
flixpatrol.com/title/star-wars-andor/;5;Star Wars: Andor;;;TV Shows;Disney+;49
flixpatrol.com/title/mickey-mouse-clubhouse/;6;Mickey Mouse Clubhouse;;;TV Shows;Disney+;49
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;7;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;49
flixpatrol.com/title/jessie/;8;Jessie;;;TV Shows;Disney+;49
flixpatrol.com/title/once-upon-a-time/;9;Once Upon a Time;;;TV Shows;Disney+;49
flixpatrol.com/title/puppy-dog-pals/;10;Puppy Dog Pals;;;TV Shows;Disney+;49
flixpatrol.com/title/home-alone/;1;Home Alone;;;Movies;Disney+;50
flixpatrol.com/title/home-alone-2-lost-in-new-york/;2;Home Alone 2: Lost in New York;;;Movies;Disney+;50
flixpatrol.com/title/encanto/;3;Encanto;;;Movies;Disney+;50
flixpatrol.com/title/the-santa-clause/;4;The Santa Clause;;;Movies;Disney+;50
flixpatrol.com/title/moana/;5;Moana;;;Movies;Disney+;50
flixpatrol.com/title/the-guardians-of-the-galaxy-holiday-special/;6;The Guardians of the Galaxy Holiday Special;;;Movies;Disney+;50
flixpatrol.com/title/avatar-2009/;7;Avatar;;;Movies;Disney+;50
flixpatrol.com/title/frozen/;8;Frozen;;;Movies;Disney+;50
flixpatrol.com/title/mickeys-once-upon-a-christmas/;9;Mickey's Once Upon a Christmas;;;Movies;Disney+;50
flixpatrol.com/title/the-simpsons-meet-the-bocellis-in-feliz-navidad/;10;The Simpsons Meet the Bocellis in Feliz Navidad;;;Movies;Disney+;50
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;50
flixpatrol.com/title/the-santa-clauses/;2;The Santa Clauses;;;TV Shows;Disney+;50
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;50
flixpatrol.com/title/willow-2022/;4;Willow;;;TV Shows;Disney+;50
flixpatrol.com/title/mickey-mouse-clubhouse/;5;Mickey Mouse Clubhouse;;;TV Shows;Disney+;50
flixpatrol.com/title/star-wars-andor/;6;Star Wars: Andor;;;TV Shows;Disney+;50
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;7;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;50
flixpatrol.com/title/national-treasure-edge-of-history/;8;National Treasure: Edge of History;;;TV Shows;Disney+;50
flixpatrol.com/title/puppy-dog-pals/;9;Puppy Dog Pals;;;TV Shows;Disney+;50
flixpatrol.com/title/jessie/;10;Jessie;;;TV Shows;Disney+;50
flixpatrol.com/title/home-alone/;1;Home Alone;;;Movies;Disney+;51
flixpatrol.com/title/home-alone-2-lost-in-new-york/;2;Home Alone 2: Lost in New York;;;Movies;Disney+;51
flixpatrol.com/title/avatar-2009/;3;Avatar;;;Movies;Disney+;51
flixpatrol.com/title/the-santa-clause/;4;The Santa Clause;;;Movies;Disney+;51
flixpatrol.com/title/encanto/;5;Encanto;;;Movies;Disney+;51
flixpatrol.com/title/moana/;6;Moana;;;Movies;Disney+;51
flixpatrol.com/title/frozen/;7;Frozen;;;Movies;Disney+;51
flixpatrol.com/title/the-guardians-of-the-galaxy-holiday-special/;8;The Guardians of the Galaxy Holiday Special;;;Movies;Disney+;51
flixpatrol.com/title/beauty-and-the-beast-a-30th-celebration/;9;Beauty and the Beast: A 30th Celebration;;;Movies;Disney+;51
flixpatrol.com/title/mickeys-once-upon-a-christmas/;10;Mickey's Once Upon a Christmas;;;Movies;Disney+;51
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;51
flixpatrol.com/title/the-santa-clauses/;2;The Santa Clauses;;;TV Shows;Disney+;51
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;51
flixpatrol.com/title/national-treasure-edge-of-history/;4;National Treasure: Edge of History;;;TV Shows;Disney+;51
flixpatrol.com/title/willow-2022/;5;Willow;;;TV Shows;Disney+;51
flixpatrol.com/title/mickey-mouse-clubhouse/;6;Mickey Mouse Clubhouse;;;TV Shows;Disney+;51
flixpatrol.com/title/star-wars-andor/;7;Star Wars: Andor;;;TV Shows;Disney+;51
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;8;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;51
flixpatrol.com/title/jessie/;9;Jessie;;;TV Shows;Disney+;51
flixpatrol.com/title/national-treasure-edge-of-history/;10;National Treasure: Edge of History;;;TV Shows;Disney+;51
flixpatrol.com/title/willow-2022/;11;Willow;;;TV Shows;Disney+;51
flixpatrol.com/title/puppy-dog-pals/;12;Puppy Dog Pals;;;TV Shows;Disney+;51
flixpatrol.com/title/mickey-mouse-clubhouse/;13;Mickey Mouse Clubhouse;;;TV Shows;Disney+;51
flixpatrol.com/title/star-wars-andor/;14;Star Wars: Andor;;;TV Shows;Disney+;51
flixpatrol.com/title/strange-world/;1;Strange World;;;Movies;Disney+;52
flixpatrol.com/title/avatar-2009/;2;Avatar;;;Movies;Disney+;52
flixpatrol.com/title/encanto/;3;Encanto;;;Movies;Disney+;52
flixpatrol.com/title/home-alone/;4;Home Alone;;;Movies;Disney+;52
flixpatrol.com/title/moana/;5;Moana;;;Movies;Disney+;52
flixpatrol.com/title/home-alone-2-lost-in-new-york/;6;Home Alone 2: Lost in New York;;;Movies;Disney+;52
flixpatrol.com/title/frozen/;7;Frozen;;;Movies;Disney+;52
flixpatrol.com/title/turning-red/;8;Turning Red;;;Movies;Disney+;52
flixpatrol.com/title/frozen-ii/;9;Frozen II;;;Movies;Disney+;52
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;52
flixpatrol.com/title/the-simpsons/;2;The Simpsons;;;TV Shows;Disney+;52
flixpatrol.com/title/willow-2022/;3;Willow;;;TV Shows;Disney+;52
flixpatrol.com/title/national-treasure-edge-of-history/;4;National Treasure: Edge of History;;;TV Shows;Disney+;52
flixpatrol.com/title/mickey-mouse-clubhouse/;5;Mickey Mouse Clubhouse;;;TV Shows;Disney+;52
flixpatrol.com/title/the-santa-clauses/;6;The Santa Clauses;;;TV Shows;Disney+;52
flixpatrol.com/title/star-wars-andor/;7;Star Wars: Andor;;;TV Shows;Disney+;52
flixpatrol.com/title/encanto-at-the-hollywood-bowl/;8;Encanto at the Hollywood Bowl;;;TV Shows;Disney+;52
flixpatrol.com/title/jessie/;9;Jessie;;;TV Shows;Disney+;52
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;10;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;52
flixpatrol.com/title/venom-let-there-be-carnage/;1;Venom: Let There Be Carnage;;;Movies;Amazon;1
flixpatrol.com/title/no-time-to-die/;2;No Time to Die;;;Movies;Amazon;1
flixpatrol.com/title/ghostbusters-afterlife/;3;Ghostbusters: Afterlife;;;Movies;Amazon;1
flixpatrol.com/title/the-amazing-spider-man/;4;The Amazing Spider-Man;;;Movies;Amazon;1
flixpatrol.com/title/spider-man-far-from-home/;5;Spider-Man: Far from Home;;;Movies;Amazon;1
flixpatrol.com/title/free-guy/;6;Free Guy;;;Movies;Amazon;1
flixpatrol.com/title/resident-evil-welcome-to-raccoon-city/;7;Resident Evil: Welcome to Raccoon City;;;Movies;Amazon;1
flixpatrol.com/title/sing-2/;8;Sing 2;;;Movies;Amazon;1
flixpatrol.com/title/king-richard/;9;King Richard;;;Movies;Amazon;1
flixpatrol.com/title/spider-man-homecoming/;10;Spider-Man: Homecoming;;;Movies;Amazon;1
flixpatrol.com/title/yellowstone/;1;Yellowstone;;;TV Shows;Amazon;1
flixpatrol.com/title/rupauls-drag-race/;2;RuPaul's Drag Race;;;TV Shows;Amazon;1
flixpatrol.com/title/a-discovery-of-witches/;3;A Discovery of Witches;;;TV Shows;Amazon;1
flixpatrol.com/title/doctor-who/;4;Doctor Who;;;TV Shows;Amazon;1
flixpatrol.com/title/the-real-housewives-of-orange-county/;5;The Real Housewives of Orange County;;;TV Shows;Amazon;1
flixpatrol.com/title/the-chosen-2019/;6;The Chosen;;;TV Shows;Amazon;1
flixpatrol.com/title/tyler-perrys-sistas/;7;Tyler Perry's Sistas;;;TV Shows;Amazon;1
flixpatrol.com/title/sing-2/;1;Sing 2;;;Movies;Amazon;2
flixpatrol.com/title/ghostbusters-afterlife/;2;Ghostbusters: Afterlife;;;Movies;Amazon;2
flixpatrol.com/title/venom-let-there-be-carnage/;3;Venom: Let There Be Carnage;;;Movies;Amazon;2
flixpatrol.com/title/no-time-to-die/;4;No Time to Die;;;Movies;Amazon;2
flixpatrol.com/title/free-guy/;5;Free Guy;;;Movies;Amazon;2
flixpatrol.com/title/king-richard/;6;King Richard;;;Movies;Amazon;2
flixpatrol.com/title/spider-man-far-from-home/;7;Spider-Man: Far from Home;;;Movies;Amazon;2
flixpatrol.com/title/the-amazing-spider-man/;8;The Amazing Spider-Man;;;Movies;Amazon;2
flixpatrol.com/title/resident-evil-welcome-to-raccoon-city/;9;Resident Evil: Welcome to Raccoon City;;;Movies;Amazon;2
flixpatrol.com/title/a-journal-for-jordan/;10;A Journal for Jordan;;;Movies;Amazon;2
flixpatrol.com/title/f9/;11;F9;;;Movies;Amazon;2
flixpatrol.com/title/yellowstone/;1;Yellowstone;;;TV Shows;Amazon;2
flixpatrol.com/title/a-discovery-of-witches/;2;A Discovery of Witches;;;TV Shows;Amazon;2
flixpatrol.com/title/rupauls-drag-race/;3;RuPaul's Drag Race;;;TV Shows;Amazon;2
flixpatrol.com/title/dexter-new-blood/;4;Dexter: New Blood;;;TV Shows;Amazon;2
flixpatrol.com/title/tyler-perrys-sistas/;5;Tyler Perry's Sistas;;;TV Shows;Amazon;2
flixpatrol.com/title/euphoria/;6;Euphoria;;;TV Shows;Amazon;2
flixpatrol.com/title/the-chosen-2019/;7;The Chosen;;;TV Shows;Amazon;2
flixpatrol.com/title/all-creatures-great-and-small/;8;All Creatures Great and Small;;;TV Shows;Amazon;2
flixpatrol.com/title/the-real-housewives-of-orange-county/;9;The Real Housewives of Orange County;;;TV Shows;Amazon;2
flixpatrol.com/title/sing-2/;1;Sing 2;;;Movies;Amazon;3
flixpatrol.com/title/ghostbusters-afterlife/;2;Ghostbusters: Afterlife;;;Movies;Amazon;3
flixpatrol.com/title/venom-let-there-be-carnage/;3;Venom: Let There Be Carnage;;;Movies;Amazon;3
flixpatrol.com/title/no-time-to-die/;4;No Time to Die;;;Movies;Amazon;3
flixpatrol.com/title/free-guy/;5;Free Guy;;;Movies;Amazon;3
flixpatrol.com/title/king-richard/;6;King Richard;;;Movies;Amazon;3
flixpatrol.com/title/spider-man-far-from-home/;7;Spider-Man: Far from Home;;;Movies;Amazon;3
flixpatrol.com/title/a-journal-for-jordan/;8;A Journal for Jordan;;;Movies;Amazon;3
flixpatrol.com/title/the-amazing-spider-man/;9;The Amazing Spider-Man;;;Movies;Amazon;3
flixpatrol.com/title/sing/;10;Sing;;;Movies;Amazon;3
flixpatrol.com/title/yellowstone/;1;Yellowstone;;;TV Shows;Amazon;3
flixpatrol.com/title/a-discovery-of-witches/;2;A Discovery of Witches;;;TV Shows;Amazon;3
flixpatrol.com/title/rupauls-drag-race/;3;RuPaul's Drag Race;;;TV Shows;Amazon;3
flixpatrol.com/title/the-chosen-2019/;4;The Chosen;;;TV Shows;Amazon;3
flixpatrol.com/title/the-real-housewives-of-orange-county/;5;The Real Housewives of Orange County;;;TV Shows;Amazon;3
flixpatrol.com/title/dexter-new-blood/;6;Dexter: New Blood;;;TV Shows;Amazon;3
flixpatrol.com/title/tyler-perrys-sistas/;7;Tyler Perry's Sistas;;;TV Shows;Amazon;3
flixpatrol.com/title/euphoria/;8;Euphoria;;;TV Shows;Amazon;3
flixpatrol.com/title/all-creatures-great-and-small/;9;All Creatures Great and Small;;;TV Shows;Amazon;3
flixpatrol.com/title/vanderpump-rules/;10;Vanderpump Rules;;;TV Shows;Amazon;3
flixpatrol.com/title/sing-2/;1;Sing 2;;;Movies;Amazon;4
flixpatrol.com/title/ghostbusters-afterlife/;2;Ghostbusters: Afterlife;;;Movies;Amazon;4
flixpatrol.com/title/venom-let-there-be-carnage/;3;Venom: Let There Be Carnage;;;Movies;Amazon;4
flixpatrol.com/title/free-guy/;4;Free Guy;;;Movies;Amazon;4
flixpatrol.com/title/spider-man-far-from-home/;5;Spider-Man: Far from Home;;;Movies;Amazon;4
flixpatrol.com/title/no-time-to-die/;6;No Time to Die;;;Movies;Amazon;4
flixpatrol.com/title/king-richard/;7;King Richard;;;Movies;Amazon;4
flixpatrol.com/title/f9/;8;F9;;;Movies;Amazon;4
flixpatrol.com/title/the-amazing-spider-man/;9;The Amazing Spider-Man;;;Movies;Amazon;4
flixpatrol.com/title/spider-man-homecoming/;10;Spider-Man: Homecoming;;;Movies;Amazon;4
flixpatrol.com/title/yellowstone/;1;Yellowstone;;;TV Shows;Amazon;4
flixpatrol.com/title/a-discovery-of-witches/;2;A Discovery of Witches;;;TV Shows;Amazon;4
flixpatrol.com/title/rupauls-drag-race/;3;RuPaul's Drag Race;;;TV Shows;Amazon;4
flixpatrol.com/title/the-chosen-2019/;4;The Chosen;;;TV Shows;Amazon;4
flixpatrol.com/title/euphoria/;5;Euphoria;;;TV Shows;Amazon;4
flixpatrol.com/title/dexter-new-blood/;6;Dexter: New Blood;;;TV Shows;Amazon;4
flixpatrol.com/title/resident-alien/;7;Resident Alien;;;TV Shows;Amazon;4
flixpatrol.com/title/snowpiercer-2020/;8;Snowpiercer;;;TV Shows;Amazon;4
flixpatrol.com/title/tyler-perrys-sistas/;9;Tyler Perry's Sistas;;;TV Shows;Amazon;4
flixpatrol.com/title/sing-2/;1;Sing 2;;;Movies;Amazon;5
flixpatrol.com/title/ghostbusters-afterlife/;2;Ghostbusters: Afterlife;;;Movies;Amazon;5
flixpatrol.com/title/the-355/;3;The 355;;;Movies;Amazon;5
flixpatrol.com/title/spider-man-far-from-home/;4;Spider-Man: Far from Home;;;Movies;Amazon;5
flixpatrol.com/title/encanto/;5;Encanto;;;Movies;Amazon;5
flixpatrol.com/title/venom-let-there-be-carnage/;6;Venom: Let There Be Carnage;;;Movies;Amazon;5
flixpatrol.com/title/f9/;7;F9;;;Movies;Amazon;5
flixpatrol.com/title/spider-man-homecoming/;8;Spider-Man: Homecoming;;;Movies;Amazon;5
flixpatrol.com/title/american-underdog/;9;American Underdog;;;Movies;Amazon;5
flixpatrol.com/title/sing/;10;Sing;;;Movies;Amazon;5
flixpatrol.com/title/yellowstone/;1;Yellowstone;;;TV Shows;Amazon;5
flixpatrol.com/title/janet-jackson/;2;JANET JACKSON.;;;TV Shows;Amazon;5
flixpatrol.com/title/rupauls-drag-race/;3;RuPaul's Drag Race;;;TV Shows;Amazon;5
flixpatrol.com/title/the-chosen-2019/;4;The Chosen;;;TV Shows;Amazon;5
flixpatrol.com/title/euphoria/;5;Euphoria;;;TV Shows;Amazon;5
flixpatrol.com/title/the-real-housewives-of-new-jersey/;6;The Real Housewives of New Jersey;;;TV Shows;Amazon;5
flixpatrol.com/title/the-real-housewives-of-orange-county/;7;The Real Housewives of Orange County;;;TV Shows;Amazon;5
flixpatrol.com/title/a-discovery-of-witches/;8;A Discovery of Witches;;;TV Shows;Amazon;5
flixpatrol.com/title/resident-alien/;9;Resident Alien;;;TV Shows;Amazon;5
flixpatrol.com/title/better-call-saul/;10;Better Call Saul;;;TV Shows;Amazon;5
flixpatrol.com/title/ghostbusters-afterlife/;1;Ghostbusters: Afterlife;;;Movies;Amazon;6
flixpatrol.com/title/american-underdog/;2;American Underdog;;;Movies;Amazon;6
flixpatrol.com/title/sing-2/;3;Sing 2;;;Movies;Amazon;6
flixpatrol.com/title/encanto/;4;Encanto;;;Movies;Amazon;6
flixpatrol.com/title/spider-man-far-from-home/;5;Spider-Man: Far from Home;;;Movies;Amazon;6
flixpatrol.com/title/the-355/;6;The 355;;;Movies;Amazon;6
flixpatrol.com/title/house-of-gucci/;7;House of Gucci;;;Movies;Amazon;6
flixpatrol.com/title/despicable-me-3/;8;Despicable Me 3;;;Movies;Amazon;6
flixpatrol.com/title/venom-let-there-be-carnage/;9;Venom: Let There Be Carnage;;;Movies;Amazon;6
flixpatrol.com/title/free-guy/;10;Free Guy;;;Movies;Amazon;6
flixpatrol.com/title/resident-evil-welcome-to-raccoon-city/;11;Resident Evil: Welcome to Raccoon City;;;Movies;Amazon;6
flixpatrol.com/title/yellowstone/;1;Yellowstone;;;TV Shows;Amazon;6
flixpatrol.com/title/euphoria/;2;Euphoria;;;TV Shows;Amazon;6
flixpatrol.com/title/rupauls-drag-race/;3;RuPaul's Drag Race;;;TV Shows;Amazon;6
flixpatrol.com/title/the-real-housewives-of-new-jersey/;4;The Real Housewives of New Jersey;;;TV Shows;Amazon;6
flixpatrol.com/title/better-call-saul/;5;Better Call Saul;;;TV Shows;Amazon;6
flixpatrol.com/title/the-chosen-2019/;6;The Chosen;;;TV Shows;Amazon;6
flixpatrol.com/title/tyler-perrys-sistas/;7;Tyler Perry's Sistas;;;TV Shows;Amazon;6
flixpatrol.com/title/a-discovery-of-witches/;8;A Discovery of Witches;;;TV Shows;Amazon;6
flixpatrol.com/title/the-real-housewives-of-orange-county/;9;The Real Housewives of Orange County;;;TV Shows;Amazon;6
flixpatrol.com/title/janet-jackson/;10;JANET JACKSON.;;;TV Shows;Amazon;6
flixpatrol.com/title/ghostbusters-afterlife/;1;Ghostbusters: Afterlife;;;Movies;Amazon;7
flixpatrol.com/title/sing-2/;2;Sing 2;;;Movies;Amazon;7
flixpatrol.com/title/spider-man-far-from-home/;3;Spider-Man: Far from Home;;;Movies;Amazon;7
flixpatrol.com/title/free-guy/;4;Free Guy;;;Movies;Amazon;7
flixpatrol.com/title/encanto/;5;Encanto;;;Movies;Amazon;7
flixpatrol.com/title/despicable-me-3/;6;Despicable Me 3;;;Movies;Amazon;7
flixpatrol.com/title/american-underdog/;7;American Underdog;;;Movies;Amazon;7
flixpatrol.com/title/f9/;8;F9;;;Movies;Amazon;7
flixpatrol.com/title/kingsman-the-secret-service/;9;Kingsman: The Secret Service;;;Movies;Amazon;7
flixpatrol.com/title/old-henry/;10;Old Henry;;;Movies;Amazon;7
flixpatrol.com/title/the-355/;11;The 355;;;Movies;Amazon;7
flixpatrol.com/title/no-time-to-die/;12;No Time to Die;;;Movies;Amazon;7
flixpatrol.com/title/yellowstone/;1;Yellowstone;;;TV Shows;Amazon;7
flixpatrol.com/title/rupauls-drag-race/;2;RuPaul's Drag Race;;;TV Shows;Amazon;7
flixpatrol.com/title/euphoria/;3;Euphoria;;;TV Shows;Amazon;7
flixpatrol.com/title/the-chosen-2019/;4;The Chosen;;;TV Shows;Amazon;7
flixpatrol.com/title/a-discovery-of-witches/;5;A Discovery of Witches;;;TV Shows;Amazon;7
flixpatrol.com/title/the-real-housewives-of-new-jersey/;6;The Real Housewives of New Jersey;;;TV Shows;Amazon;7
flixpatrol.com/title/tyler-perrys-sistas/;7;Tyler Perry's Sistas;;;TV Shows;Amazon;7
flixpatrol.com/title/the-real-housewives-of-orange-county/;8;The Real Housewives of Orange County;;;TV Shows;Amazon;7
flixpatrol.com/title/better-call-saul/;9;Better Call Saul;;;TV Shows;Amazon;7
flixpatrol.com/title/married-at-first-sight/;10;Married at First Sight;;;TV Shows;Amazon;7
flixpatrol.com/title/free-guy/;1;Free Guy;;;Movies;Amazon;8
flixpatrol.com/title/sing-2/;2;Sing 2;;;Movies;Amazon;8
flixpatrol.com/title/kingsman-the-secret-service/;3;Kingsman: The Secret Service;;;Movies;Amazon;8
flixpatrol.com/title/american-underdog/;4;American Underdog;;;Movies;Amazon;8
flixpatrol.com/title/ghostbusters-afterlife/;5;Ghostbusters: Afterlife;;;Movies;Amazon;8
flixpatrol.com/title/spider-man-far-from-home/;6;Spider-Man: Far from Home;;;Movies;Amazon;8
flixpatrol.com/title/house-of-gucci/;7;House of Gucci;;;Movies;Amazon;8
flixpatrol.com/title/kingsman-the-golden-circle/;8;Kingsman: The Golden Circle;;;Movies;Amazon;8
flixpatrol.com/title/old-henry/;9;Old Henry;;;Movies;Amazon;8
flixpatrol.com/title/encanto/;10;Encanto;;;Movies;Amazon;8
flixpatrol.com/title/yellowstone/;1;Yellowstone;;;TV Shows;Amazon;8
flixpatrol.com/title/euphoria/;2;Euphoria;;;TV Shows;Amazon;8
flixpatrol.com/title/snowfall/;3;Snowfall;;;TV Shows;Amazon;8
flixpatrol.com/title/a-discovery-of-witches/;4;A Discovery of Witches;;;TV Shows;Amazon;8
flixpatrol.com/title/rupauls-drag-race/;5;RuPaul's Drag Race;;;TV Shows;Amazon;8
flixpatrol.com/title/the-chosen-2019/;6;The Chosen;;;TV Shows;Amazon;8
flixpatrol.com/title/the-real-housewives-of-new-jersey/;7;The Real Housewives of New Jersey;;;TV Shows;Amazon;8
flixpatrol.com/title/chicago-pd/;8;Chicago P.D.;;;TV Shows;Amazon;8
flixpatrol.com/title/allegiance/;9;Allegiance;;;TV Shows;Amazon;8
flixpatrol.com/title/tyler-perrys-sistas/;10;Tyler Perry's Sistas;;;TV Shows;Amazon;8
flixpatrol.com/title/below-deck-sailing-yacht/;11;Below Deck Sailing Yacht;;;TV Shows;Amazon;8
flixpatrol.com/title/sing-2/;1;Sing 2;;;Movies;Amazon;9
